,p,d,m
11876,584,1,8005.497771
11877,695,1,12295.96337
11878,584,1,11172.15067
11879,695,1,7506.335929
11880,770,0,7717.193976
11881,584,1,10531.46638
11882,859,0,12853.81127
11883,584,1,11395.97395
11884,859,1,14105.20655
11885,584,1,14205.97489
11886,770,1,15158.38989
11887,584,1,10965.4841
11888,584,1,6048.317168
11889,689,0,10188.43737
11890,695,1,9948.455767
11891,584,1,13360.66867
11892,695,1,13997.28208
11893,666,1,11860.55407
11894,584,1,11880.0448
11895,584,1,11067.05416
11896,695,1,9974.105991
11897,584,1,8969.610804
11898,695,1,11024.71207
11899,859,0,10048.33151
11900,695,1,13325.98996
11901,666,1,12565.974
11902,695,1,13290.93266
11903,584,1,8536.146438
11904,695,0,11034.79997
11905,695,0,11629.70714
11906,695,1,10432.2411
11907,584,1,9965.29774
11908,770,0,12291.36971
11909,584,1,11043.76878
11910,584,1,11938.15969
11911,770,0,9850.467345
11912,695,0,11759.69687
11913,584,1,11250.10886
11914,695,0,9040.977647
11915,666,1,11508.03721
11916,695,1,13917.35543
11917,695,0,9002.770795
11918,584,1,13028.24052
11919,666,1,11242.5419
11920,584,1,10917.95017
11921,695,0,9891.116784
11922,584,1,12283.61986
11923,695,1,15657.79322
11924,695,0,13308.72721
11925,695,1,14408.80382
11926,770,1,13679.33415
11927,695,0,9959.547702
11928,584,1,9123.23042
11929,584,1,8565.414068
11930,770,0,10472.7808
11931,584,1,14337.29922
11932,584,1,12485.67239
11933,584,0,7570.613023
11934,584,1,7544.511335
11935,695,1,13094.97389
11936,770,0,7817.331788
11937,695,1,11790.88182
11938,584,1,10560.45487
11939,584,1,7706.085421
11940,695,1,13046.95455
11941,584,1,9869.197452
11942,770,0,8694.486983
11943,584,1,11951.5719
11944,666,1,10820.02293
11945,584,1,7940.787077
11946,584,1,12067.22835
11947,770,0,10665.44795
11948,695,0,10070.25623
11949,695,0,8529.634195
11950,770,1,12982.5675
11951,770,0,7176.262857
11952,666,0,7067.217911
11953,695,0,7105.893466
11954,695,1,12384.61769
11955,584,1,12686.49965
11956,584,1,8117.030908
11957,584,1,14454.15848
11958,695,1,16719.69517
11959,859,0,10482.10174
11960,666,0,9079.069607
11961,770,0,8532.741433
11962,584,1,13117.30109
11963,584,1,11535.84491
11964,770,0,11345.07257
11965,695,0,8707.596131
11966,584,1,13960.64722
11967,584,1,12546.92495
11968,584,1,11215.97012
11969,695,0,8110.291977
11970,695,0,10813.98038
11971,695,1,11681.88777
11972,770,1,12875.46188
11973,770,0,10449.42401
11974,584,1,9425.209861
11975,584,1,11270.30822
11976,584,1,12653.99538
11977,584,1,6627.500672
11978,584,1,14070.78246
11979,584,1,13568.39965
11980,695,1,10457.94983
11981,584,1,14880.34443
11982,695,0,8465.603272
11983,770,0,7413.777206
11984,695,1,14949.35485
11985,770,1,12321.55341
11986,859,0,12507.80356
11987,584,1,13139.45873
11988,584,1,12129.93862
11989,695,0,9265.944545
11990,584,1,9943.429192
11991,584,1,8363.150836
11992,584,1,10940.33185
11993,584,1,10979.8443
11994,859,0,10870.18433
11995,695,0,7626.733616
11996,584,0,10170.12223
11997,584,0,9370.304616
11998,695,0,10849.66912
11999,695,1,13959.76093
12000,695,0,10157.26933
12001,584,1,12646.55853
12002,584,1,9789.366566
12003,695,0,10473.61743
12004,695,0,9007.641228
12005,584,1,15426.96414
12006,584,1,12732.69247
12007,770,1,12309.12378
12008,770,0,7481.07142
12009,584,1,8422.243449
12010,584,1,10171.07986
12011,584,1,8714.154299
12012,666,1,13971.48365
12013,666,1,12094.02745
12014,695,1,11547.01974
12015,584,1,15825.81056
12016,666,1,7685.836138
12017,695,1,11671.31039
12018,770,1,16156.66495
12019,584,1,14327.162
12020,584,1,9648.312982
12021,584,1,13961.13923
12022,695,0,8164.299518
12023,859,0,9330.870767
12024,695,1,14930.14565
12025,695,1,11246.32376
12026,695,1,13186.46964
12027,584,1,10331.23481
12028,584,1,11441.28497
12029,695,0,8213.907769
12030,584,0,6350.170174
12031,859,1,14880.49027
12032,859,1,14578.42029
12033,695,1,10586.32672
12034,666,0,13116.77904
12035,584,1,13830.5664
12036,770,0,10305.74279
12037,695,0,9846.941246
12038,695,1,12463.56441
12039,770,1,13961.7875
12040,695,0,10104.84981
12041,770,0,7037.773532
12042,770,1,11548.50963
12043,770,1,13677.48405
12044,584,1,12909.24009
12045,666,0,9676.302541
12046,584,1,13590.15644
12047,584,1,9952.789216
12048,584,1,11076.13897
12049,695,1,12087.92936
12050,770,0,11420.9344
12051,584,1,12663.66567
12052,770,0,10013.44989
12053,584,1,13083.47474
12054,584,1,11522.37666
12055,695,1,10431.28971
12056,584,1,13203.99556
12057,695,0,9129.755642
12058,584,1,10981.7878
12059,584,1,8384.976069
12060,584,1,14994.25096
12061,584,1,15125.62398
12062,584,0,8428.430746
12063,695,1,11181.58734
12064,666,1,12546.66995
12065,584,1,11328.27877
12066,584,0,7690.321694
12067,584,1,7362.247492
12068,770,1,13813.71537
12069,770,1,15812.88727
12070,770,1,14555.75768
12071,695,1,10129.18628
12072,584,1,8115.202442
12073,666,1,11227.19856
12074,695,1,12267.36456
12075,584,1,15308.16047
12076,584,0,9245.735534
12077,666,0,8796.569336
12078,666,1,11905.58049
12079,584,1,7519.422443
12080,584,1,9987.185338
12081,584,0,9223.955612
12082,770,1,14342.42036
12083,695,0,6926.319232
12084,666,1,9942.714457
12085,859,0,12117.35528
12086,695,1,12228.45918
12087,770,0,9772.722677
12088,695,1,8781.298765
12089,695,1,12664.84702
12090,584,1,15338.78349
12091,584,1,6159.321725
12092,695,1,12569.98923
12093,584,1,7882.392471
12094,584,1,9402.06204
12095,695,1,11163.9243
12096,666,1,14723.72907
12097,770,1,13056.29139
12098,695,0,8408.150746
12099,584,1,10595.7905
12100,859,0,11247.69763
12101,695,1,14613.13634
12102,584,1,10413.95618
12103,695,1,11967.98361
12104,584,1,11451.24703
12105,770,0,9966.093505
12106,770,0,8803.367573
12107,695,0,10183.50208
12108,584,1,8288.816458
12109,770,1,12505.0326
12110,859,0,9306.899647
12111,695,1,14120.74578
12112,584,1,12691.27733
12113,770,1,14360.75593
12114,584,1,12582.19582
12115,695,1,10524.46593
12116,584,1,11982.7053
12117,584,0,9253.555914
12118,695,1,11672.84888
12119,695,1,12334.29918
12120,584,1,12744.90912
12121,770,1,12590.74056
12122,584,1,9093.937938
12123,584,1,10981.51597
12124,770,0,9848.013386
12125,584,1,13875.35804
12126,584,1,14533.87587
12127,584,1,11974.51557
12128,666,0,5850.681301
12129,584,1,8833.867801
12130,584,1,9478.073983
12131,584,1,9551.736209
12132,666,1,9244.129925
12133,695,1,10730.80862
12134,695,1,14420.89352
12135,770,1,14507.33329
12136,695,1,11497.56829
12137,584,1,15036.2774
12138,770,0,8360.17288
12139,666,0,8415.267747
12140,695,1,14936.84364
12141,584,1,10497.10003
12142,770,0,5767.769289
12143,584,1,13921.71244
12144,584,1,12901.91823
12145,584,0,6746.654983
12146,689,1,11572.86839
12147,584,1,13037.46235
12148,666,0,8537.042898
12149,584,1,8231.548783
12150,584,1,10139.43586
12151,666,1,14158.22563
12152,584,1,9190.0462
12153,584,0,7732.239177
12154,695,0,10899.44234
12155,859,0,9115.87809
12156,584,1,11086.18078
12157,584,1,8440.82522
12158,695,1,9099.540878
12159,695,1,12951.35833
12160,695,0,9082.052551
12161,584,1,10359.83426
12162,695,0,8184.318181
12163,695,1,9219.828679
12164,584,1,15083.217
12165,695,0,7720.645196
12166,584,1,9877.882975
12167,584,1,12516.18968
12168,584,1,10503.36034
12169,770,0,12366.11637
12170,695,1,12764.08042
12171,695,1,13264.83691
12172,584,1,13127.66745
12173,584,1,9032.487381
12174,584,1,11948.05807
12175,584,1,13972.2788
12176,695,0,8547.42706
12177,695,1,13057.66153
12178,859,0,10460.24722
12179,584,1,8155.562971
12180,584,0,6792.512651
12181,584,0,9603.929301
12182,584,1,11100.96573
12183,584,1,8358.182389
12184,770,0,10369.33977
12185,666,1,13746.26118
12186,584,1,11840.33271
12187,770,0,10805.04416
12188,770,0,8988.687641
12189,859,1,14599.08639
12190,584,1,9915.168084
12191,695,1,9850.728092
12192,689,1,12855.08817
12193,770,0,10143.60362
12194,695,1,15452.42716
12195,584,1,14627.28253
12196,584,1,11553.61288
12197,584,1,8847.504379
12198,666,1,12202.3899
12199,770,1,14895.50292
12200,695,1,13256.263
12201,695,1,12515.10527
12202,584,1,10641.99027
12203,695,0,4358.167571
12204,770,1,14534.13515
12205,695,1,12473.63434
12206,584,0,8211.324505
12207,695,0,11317.43637
12208,584,1,9496.59403
12209,695,1,13022.32294
12210,695,0,9894.991618
12211,695,0,8147.751206
12212,584,1,13419.6787
12213,770,1,12805.16638
12214,666,1,9581.621684
12215,695,1,13294.1062
12216,695,1,13967.34165
12217,584,1,10442.98112
12218,859,0,6126.800274
12219,584,1,9233.129331
12220,859,0,12687.33048
12221,584,1,9731.282763
12222,584,1,10516.46809
12223,695,1,14629.16311
12224,770,0,7124.894396
12225,695,1,11012.48436
12226,584,1,10569.89427
12227,666,0,8364.472067
12228,695,1,9200.866161
12229,584,1,8932.105613
12230,666,1,11854.03377
12231,584,1,11786.16518
12232,584,1,10866.29185
12233,584,1,11783.94075
12234,695,0,9970.993697
12235,689,1,9495.78299
12236,859,0,11546.47323
12237,695,1,11589.95036
12238,695,1,15394.94916
12239,584,1,7915.362539
12240,584,1,11975.71033
12241,695,1,15664.19728
12242,584,1,10677.81828
12243,859,0,12377.77221
12244,666,0,6650.261031
12245,859,0,10608.49021
12246,584,1,9689.665491
12247,695,0,9112.287142
12248,695,1,12659.50303
12249,584,1,9092.054922
12250,695,0,7381.250872
12251,584,0,9828.542624
12252,770,0,12244.66213
12253,770,0,10173.87105
12254,584,1,11211.36538
12255,584,1,10010.69094
12256,666,1,13172.59592
12257,695,0,6687.86878
12258,584,1,8770.510166
12259,770,1,13235.80329
12260,584,1,11154.00239
12261,695,1,11757.28816
12262,584,1,9961.344856
12263,584,1,12019.61854
12264,695,1,13509.27379
12265,584,1,13599.4001
12266,695,1,11300.44334
12267,584,0,6966.818276
12268,770,0,10257.00402
12269,695,1,11244.19231
12270,695,1,11923.86309
12271,695,1,13419.649
12272,584,1,8129.597311
12273,666,1,10418.22441
12274,584,1,13900.39489
12275,584,1,13570.50745
12276,584,1,11145.01945
12277,695,0,10428.89947
12278,695,0,8034.003298
12279,584,1,11073.36423
12280,695,0,6869.278775
12281,770,0,12501.52118
12282,584,1,6955.347407
12283,584,1,12577.29237
12284,770,0,8721.505191
12285,859,0,13802.8846
12286,584,1,9260.757375
12287,584,0,9331.155251
12288,695,1,11237.31021
12289,695,1,13349.24043
12290,584,0,8508.533414
12291,695,0,10656.55482
12292,584,1,14153.56402
12293,695,1,9950.895899
12294,770,1,11699.90716
12295,584,1,9719.764002
12296,666,1,9828.812927
12297,695,1,12837.15052
12298,695,0,6245.877856
12299,695,1,11131.29953
12300,695,1,13189.93615
12301,584,1,14185.50433
12302,770,0,11835.5645
12303,584,1,7950.356919
12304,695,1,10005.31478
12305,859,0,12232.62219
12306,770,1,12946.86763
12307,695,1,12885.17529
12308,770,0,9506.990437
12309,584,1,11678.9978
12310,584,1,12326.67362
12311,695,0,8751.130004
12312,859,1,13217.39757
12313,695,1,10540.28596
12314,584,1,5808.777616
12315,584,1,12807.62961
12316,584,1,13088.66099
12317,584,1,8561.588887
12318,584,1,12739.85667
12319,859,0,9229.82772
12320,695,0,7895.681702
12321,770,0,8035.718779
12322,770,1,16560.08647
12323,695,0,6133.986661
12324,584,1,11515.58388
12325,584,1,14728.4518
12326,584,0,7129.285384
12327,584,1,7438.788862
12328,584,1,8261.948999
12329,584,1,9197.402478
12330,666,1,16970.78544
12331,666,1,11657.52422
12332,695,0,9710.689199
12333,770,0,14334.89541
12334,695,1,11947.02042
12335,666,1,10292.90406
12336,584,1,12395.8273
12337,584,1,14115.21908
12338,770,0,12695.25265
12339,695,0,6172.597054
12340,584,1,11167.55373
12341,666,1,11882.10243
12342,666,1,13309.32654
12343,584,1,9047.968624
12344,584,1,12203.46383
12345,666,1,12432.40472
12346,770,0,7097.205452
12347,584,1,9650.809563
12348,695,1,12950.6006
12349,666,1,12841.97466
12350,584,1,13478.09705
12351,695,0,9894.617374
12352,695,1,13737.68751
12353,666,1,10117.3542
12354,859,0,8021.591812
12355,584,1,11692.88336
12356,695,1,11841.91985
12357,584,1,7893.095226
12358,584,1,12166.26128
12359,584,1,11345.69757
12360,584,1,9094.955872
12361,584,1,14611.89286
12362,770,0,13345.94586
12363,584,1,10060.34844
12364,695,0,9347.856453
12365,770,0,9227.876233
12366,584,0,8295.971881
12367,584,1,10649.21562
12368,695,0,7570.629818
12369,666,0,7105.063461
12370,695,0,7597.134937
12371,584,1,11557.80301
12372,584,1,8120.989478
12373,584,1,13313.75562
12374,666,0,10011.26122
12375,584,1,10737.03134
12376,584,1,12534.35121
12377,695,1,12730.17941
12378,695,1,11526.50306
12379,584,1,14105.14109
12380,770,1,10144.72506
12381,666,1,12412.80507
12382,584,1,11036.45952
12383,770,0,7374.78509
12384,770,1,17008.79134
12385,584,1,13162.90352
12386,584,1,11257.38144
12387,584,1,13197.31093
12388,584,1,8079.926065
12389,770,0,8962.183128
12390,666,1,10659.215
12391,770,1,14872.90011
12392,584,1,9877.025546
12393,770,0,8571.194701
12394,695,0,9275.329799
12395,770,0,12101.2265
12396,859,0,9909.731673
12397,689,1,11131.79197
12398,770,1,12843.61912
12399,584,1,11090.65962
12400,666,1,11964.96728
12401,584,1,12430.7394
12402,695,1,11438.00868
12403,695,1,13592.8954
12404,695,0,8582.75379
12405,584,1,12185.7597
12406,695,0,8361.001547
12407,695,0,8621.505237
12408,695,0,10584.55484
12409,666,1,14039.45637
12410,695,0,9081.171573
12411,584,1,10749.88265
12412,695,0,7515.888451
12413,584,1,9665.387359
12414,859,0,12044.77543
12415,695,0,7564.457453
12416,770,0,10924.6935
12417,584,1,8556.495833
12418,689,1,12148.49189
12419,584,1,9385.707385
12420,770,0,8538.333067
12421,695,0,9599.292076
12422,695,1,11794.48921
12423,584,1,10767.69849
12424,695,1,10944.30159
12425,584,1,11408.38726
12426,770,1,14915.82214
12427,584,1,13335.33664
12428,695,0,11549.61902
12429,695,1,14867.97742
12430,695,1,10488.63338
12431,770,0,7662.295673
12432,859,1,14345.35355
12433,695,1,13563.04741
12434,695,1,12990.72191
12435,584,1,11524.75289
12436,695,0,5264.774531
12437,695,0,10995.95898
12438,584,1,12904.74985
12439,584,1,12819.91205
12440,584,0,9070.908824
12441,666,1,14993.6189
12442,584,0,3560.083109
12443,584,1,11261.34086
12444,584,0,7060.719687
12445,695,1,9498.726213
12446,689,1,11221.32866
12447,584,1,14756.99451
12448,584,1,8517.171407
12449,584,1,12904.75361
12450,666,1,13898.2155
12451,584,1,14589.32186
12452,695,0,10646.72164
12453,695,0,8080.160681
12454,666,0,9235.866511
12455,770,0,8414.652599
12456,584,1,11527.19297
12457,689,0,7634.275076
12458,695,1,12623.53375
12459,666,1,10413.80059
12460,666,1,12323.58071
12461,859,0,10842.83997
12462,584,1,11922.45425
12463,666,0,11162.93682
12464,770,0,8209.191012
12465,770,0,11922.27367
12466,666,1,9514.90994
12467,584,1,13919.94954
12468,695,0,10257.60699
12469,584,1,12766.17416
12470,770,0,10485.29469
12471,584,1,9792.619026
12472,695,1,11622.29126
12473,584,1,14797.87188
12474,695,1,12683.47122
12475,666,1,13046.22688
12476,584,1,10813.20199
12477,695,0,9716.854115
12478,584,1,12473.69155
12479,695,1,12924.39701
12480,584,1,10930.93001
12481,770,0,7411.665266
12482,859,0,11915.14762
12483,584,1,10371.92985
12484,584,1,7840.334467
12485,666,1,13810.00779
12486,770,0,11681.36725
12487,584,1,12335.58614
12488,666,1,15174.68044
12489,770,1,11575.68095
12490,695,1,10528.9715
12491,584,0,7344.994514
12492,584,1,13147.81343
12493,584,1,13469.30579
12494,584,1,12125.49483
12495,695,0,10274.73031
12496,584,1,9064.023152
12497,695,0,11881.19171
12498,695,1,10007.4086
12499,584,1,11891.82004
12500,695,1,10848.80443
12501,584,1,9804.120811
12502,859,0,7831.215496
12503,584,1,10792.98929
12504,584,0,9674.176506
12505,770,0,8623.971377
12506,666,0,11520.65514
12507,666,0,8800.519937
12508,695,1,11022.68022
12509,770,1,13842.44583
12510,584,1,12861.41594
12511,584,1,9548.247758
12512,695,1,13653.37685
12513,695,1,12341.96799
12514,695,1,11819.71192
12515,770,0,7550.471943
12516,689,0,8956.892729
12517,695,0,5902.780867
12518,859,0,8470.471524
12519,695,0,9350.308234
12520,584,1,11373.20834
12521,770,1,13706.12395
12522,584,1,10674.51883
12523,584,1,8680.272828
12524,695,0,11428.59818
12525,695,1,14255.53901
12526,859,0,10037.69768
12527,584,1,10530.13409
12528,584,1,12397.1469
12529,695,1,11056.02591
12530,666,1,11245.02334
12531,584,1,10448.89712
12532,584,1,8489.06557
12533,584,1,11926.09453
12534,584,1,13561.49141
12535,584,1,12285.8801
12536,584,1,11334.35591
12537,695,0,7791.182797
12538,666,0,10100.19261
12539,584,1,7985.782742
12540,695,1,14578.27529
12541,859,1,13839.03698
12542,695,0,10124.00524
12543,689,1,12805.38185
12544,695,0,9895.727723
12545,666,0,5807.030906
12546,584,1,11746.85984
12547,584,1,11082.28054
12548,770,0,12010.39161
12549,584,1,9219.27327
12550,584,1,10164.85923
12551,695,1,13218.00475
12552,666,1,10903.70697
12553,695,1,12019.50499
12554,584,1,12202.86334
12555,584,1,12183.88168
12556,584,1,11610.23983
12557,770,0,7488.01888
12558,859,1,13974.24595
12559,584,1,10763.52372
12560,695,1,14415.69498
12561,584,1,13479.48527
12562,584,1,12799.04396
12563,584,1,10777.68088
12564,584,1,12914.53689
12565,695,1,9814.965858
12566,770,1,14047.94561
12567,695,1,11855.41629
12568,770,1,11567.93391
12569,584,1,14543.11412
12570,584,1,11165.34691
12571,584,1,10068.60281
12572,584,1,9981.384531
12573,689,0,8846.967896
12574,584,1,13182.6188
12575,695,1,11638.57295
12576,695,1,12308.57199
12577,584,1,9201.472202
12578,584,1,10100.01254
12579,584,1,13805.55397
12580,666,1,10733.5854
12581,584,1,12678.63805
12582,770,0,8095.209298
12583,666,1,13496.65871
12584,584,1,11551.80059
12585,770,0,8151.697751
12586,695,1,14809.39124
12587,584,1,9141.667533
12588,770,0,8541.11053
12589,695,0,9332.028645
12590,584,1,9437.315264
12591,695,1,8314.509614
12592,666,1,15374.66562
12593,584,1,14391.3679
12594,584,1,14390.73541
12595,584,1,10245.38992
12596,770,0,14024.38703
12597,695,0,12230.72849
12598,770,0,5429.401404
12599,859,0,12905.23958
12600,859,0,10848.60993
12601,695,1,13985.13066
12602,695,0,9663.762391
12603,666,1,13711.58915
12604,584,1,14796.70104
12605,770,0,12350.46162
12606,584,1,10062.73775
12607,695,0,8455.997287
